Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
.	PUNCT	0	20	32	0	Amei ! Super fácil de usar . Entrega o resultado ! Fiz vinagrete e todos os ingredientes ficaram do mesmo tamanho . Delicados . Fatiei legumes e piquei frios para uma pizza . Tudo perfeito .
Tudo	PRON	0	20	33	0	Amei ! Super fácil de usar . Entrega o resultado ! Fiz vinagrete e todos os ingredientes ficaram do mesmo tamanho . Delicados . Fatiei legumes e piquei frios para uma pizza . Tudo perfeito .
perfeito	ADJ	0	20	34	0	Amei ! Super fácil de usar . Entrega o resultado ! Fiz vinagrete e todos os ingredientes ficaram do mesmo tamanho . Delicados . Fatiei legumes e piquei frios para uma pizza . Tudo perfeito .
.	PUNCT	0	20	35	0	Amei ! Super fácil de usar . Entrega o resultado ! Fiz vinagrete e todos os ingredientes ficaram do mesmo tamanho . Delicados . Fatiei legumes e piquei frios para uma pizza . Tudo perfeito .
19	['VERB', 'PUNCT', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'PUNCT', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'DET', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'ADJ', 'PUNCT']	[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	20	19	1	Amei ! Super fácil de usar . Entrega o resultado ! Fiz vinagrete e todos os ingredientes ficaram do mesmo tamanho . Delicados . Fatiei legumes e piquei frios para uma pizza . Tudo perfeito .
Irei	AUX	1	21	0	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
comprar	VERB	0	21	1	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
,	PUNCT	0	21	2	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
mas	CCONJ	0	21	3	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
quero	VERB	0	21	4	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
só	ADV	0	21	5	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
ver	VERB	0	21	6	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
se	SCONJ	0	21	7	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
não	ADV	0	21	8	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
virá	VERB	1	21	9	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
com	ADP	0	21	10	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
bastão	NOUN	1	21	11	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
de	ADP	0	21	12	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
selfie	NOUN	1	21	13	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
.	PUNCT	0	21	14	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
Porque	SCONJ	1	21	15	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
só	ADV	0	21	16	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
estou	AUX	0	21	17	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
comprando	VERB	1	21	18	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
porque	SCONJ	0	21	19	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
tem	VERB	0	21	20	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
na	ADP	0	21	21	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
descrição	NOUN	0	21	22	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
""""	PUNCT	0	21	23	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
+	X	0	21	24	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
bastão	NOUN	1	21	25	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
de	ADP	0	21	26	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
selfie	PROPN	1	21	27	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
""""	PUNCT	0	21	28	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
.	PUNCT	0	21	29	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
E	CCONJ	0	21	30	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
nas	ADP	0	21	31	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
informações	NOUN	0	21	32	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
do	ADP	0	21	33	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
produto	NOUN	0	21	34	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
só	ADV	0	21	35	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
fala	VERB	0	21	36	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
cabo	NOUN	0	21	37	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
USB	PROPN	1	21	38	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
,	PUNCT	0	21	39	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
fone	NOUN	1	21	40	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
,	PUNCT	0	21	41	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
carregador	NOUN	1	21	42	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
,	PUNCT	0	21	43	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
capinha	NOUN	1	21	44	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
,	PUNCT	0	21	45	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
mas	CCONJ	0	21	46	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
não	ADV	0	21	47	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
fala	VERB	0	21	48	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
do	ADP	0	21	49	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
bastão	NOUN	1	21	50	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
.	PUNCT	0	21	51	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
Caso	SCONJ	0	21	52	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
não	ADV	0	21	53	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
venha	AUX	1	21	54	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
incluso	VERB	1	21	55	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
cancelarei	NOUN	1	21	56	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
a	DET	0	21	57	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
compra	NOUN	0	21	58	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
!	PUNCT	0	21	59	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
Obr	PROPN	1	21	60	0	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
20	['AUX', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADV', 'VERB', 'SCONJ', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'ADV', 'AUX', 'VERB', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'X', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'VERB', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'ADV', 'AUX', 'VERB', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'PROPN']	[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]	21	20	1	"Irei comprar , mas quero só ver se não virá com bastão de selfie . Porque só estou comprando porque tem na descrição "" + bastão de selfie "" . E nas informações do produto só fala cabo USB , fone , carregador , capinha , mas não fala do bastão . Caso não venha incluso cancelarei a compra ! Obr"
Péssimo	PROPN	1	22	0	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
,	PUNCT	0	22	1	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
comprei	VERB	1	22	2	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
o	DET	0	22	3	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
produto	NOUN	0	22	4	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
é	AUX	0	22	5	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
a	DET	0	22	6	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
loja	NOUN	0	22	7	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
não	ADV	0	22	8	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
tem	VERB	0	22	9	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
estoque	NOUN	1	22	10	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
.	PUNCT	0	22	11	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
Nunca	ADV	0	22	12	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
mais	ADV	0	22	13	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
compro	VERB	0	22	14	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
com	ADP	0	22	15	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
as	DET	0	22	16	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
americanas	NOUN	0	22	17	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
!	PUNCT	0	22	18	0	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
21	['PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	22	21	1	Péssimo , comprei o produto é a loja não tem estoque . Nunca mais compro com as americanas !
Muito	ADV	0	23	0	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
bom	ADJ	0	23	1	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
,	PUNCT	0	23	2	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
alem	VERB	1	23	3	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
de	SCONJ	0	23	4	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
quando	SCONJ	0	23	5	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
comprei	VERB	1	23	6	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
o	DET	0	23	7	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
prazo	NOUN	0	23	8	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
de	ADP	0	23	9	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
entrega	NOUN	0	23	10	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
era	AUX	0	23	11	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
de	ADP	0	23	12	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
7	NUM	0	23	13	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
a	ADP	0	23	14	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
8	NUM	0	23	15	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
dia	NOUN	0	23	16	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
úteis	ADJ	0	23	17	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
apos	NOUN	0	23	18	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
a	DET	0	23	19	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
compra	NOUN	0	23	20	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
esta	DET	0	23	21	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
prazo	NOUN	0	23	22	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
foi	AUX	0	23	23	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
alterado	VERB	0	23	24	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
,	PUNCT	0	23	25	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
mais	ADV	0	23	26	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
entregaram	VERB	1	23	27	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
.	PUNCT	0	23	28	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
Obrigado	VERB	1	23	29	0	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
22	['ADV', 'ADJ', 'PUNCT', 'VERB', 'SCONJ', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'ADP', 'NUM', 'ADP', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'VERB']	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]	23	22	1	Muito bom , alem de quando comprei o prazo de entrega era de 7 a 8 dia úteis apos a compra esta prazo foi alterado , mais entregaram . Obrigado
